,flight_id,flight_no,arr_air,month_,model,sum_tickets,time_fly_min,zapoln_air,topl,price,zatr_topl,profit,profit1
31,136120,PG0252,SVO,2.0,Boeing 737-300,1605400.0,100.0,0.838461538461538,2600,44503,192846.0,1412554.0,31910.00000000003
32,136269,PG0252,SVO,2.0,Boeing 737-300,1605400.0,100.0,0.838461538461538,2600,44503,192846.0,1412554.0,31910.00000000003
33,136146,PG0252,SVO,2.0,Boeing 737-300,1604200.0,100.0,0.838461538461538,2600,44503,192846.0,1411354.0,31742.00000000003
34,136452,PG0252,SVO,2.0,Boeing 737-300,1603000.0,100.0,0.838461538461538,2600,44503,192846.0,1410154.0,31574.00000000003
35,136645,PG0480,EGO,1.0,Sukhoi Superjet-100,633000.0,50.0,0.845360824742268,1700,48009,68013.0,564987.0,20607.000000000015
36,136936,PG0480,EGO,1.0,Sukhoi Superjet-100,632400.0,50.0,0.845360824742268,1700,48009,68013.0,564387.0,20523.000000000015
37,136165,PG0252,SVO,2.0,Boeing 737-300,1567600.0,100.0,0.846153846153846,2600,44503,192846.0,1374754.0,26618.00000000003
38,136411,PG0252,SVO,2.0,Boeing 737-300,1590800.0,100.0,0.846153846153846,2600,44503,192846.0,1397954.0,29866.00000000003
39,136172,PG0252,SVO,1.0,Boeing 737-300,1617600.0,100.0,0.846153846153846,2600,48009,208039.0,1409561.0,18425.00000000003
40,136458,PG0252,SVO,1.0,Boeing 737-300,1568800.0,100.0,0.846153846153846,2600,48009,208039.0,1360761.0,11593.00000000003
41,136270,PG0252,SVO,2.0,Boeing 737-300,1628600.0,100.0,0.853846153846154,2600,44503,192846.0,1435754.0,35158.00000000003
42,136767,PG0480,EGO,1.0,Sukhoi Superjet-100,651300.0,50.0,0.855670103092783,1700,48009,68013.0,583287.0,23169.000000000015
43,136209,PG0252,SVO,1.0,Boeing 737-300,1615200.0,100.0,0.861538461538462,2600,48009,208039.0,1407161.0,18089.00000000003
44,136119,PG0252,SVO,1.0,Boeing 737-300,1653000.0,100.0,0.869230769230769,2600,48009,208039.0,1444961.0,23381.00000000003
45,136215,PG0252,SVO,2.0,Boeing 737-300,1664000.0,100.0,0.876923076923077,2600,44503,192846.0,1471154.0,40114.00000000003
46,136293,PG0252,SVO,1.0,Boeing 737-300,1689600.0,100.0,0.876923076923077,2600,48009,208039.0,1481561.0,28505.00000000003
47,136159,PG0252,SVO,1.0,Boeing 737-300,1700600.0,100.0,0.884615384615385,2600,48009,208039.0,1492561.0,30045.00000000003
48,136268,PG0252,SVO,2.0,Boeing 737-300,1676200.0,100.0,0.884615384615385,2600,44503,192846.0,1483354.0,41822.00000000003
49,136428,PG0252,SVO,1.0,Boeing 737-300,1678600.0,100.0,0.884615384615385,2600,48009,208039.0,1470561.0,26965.00000000003
50,136135,PG0252,SVO,2.0,Boeing 737-300,1678600.0,100.0,0.884615384615385,2600,44503,192846.0,1485754.0,42158.00000000003
51,136838,PG0480,EGO,1.0,Sukhoi Superjet-100,670200.0,50.0,0.88659793814433,1700,48009,68013.0,602187.0,25815.000000000015
52,136264,PG0252,SVO,2.0,Boeing 737-300,1690800.0,100.0,0.892307692307692,2600,44503,192846.0,1497954.0,43866.00000000003
53,136132,PG0252,SVO,2.0,Boeing 737-300,1714000.0,100.0,0.892307692307692,2600,44503,192846.0,1521154.0,47114.00000000003
54,136660,PG0480,EGO,2.0,Sukhoi Superjet-100,677100.0,50.0,0.896907216494845,1700,44503,63046.0,614054.0,31748.000000000015
55,136855,PG0480,EGO,1.0,Sukhoi Superjet-100,702300.0,50.0,0.896907216494845,1700,48009,68013.0,634287.0,30309.000000000015
56,136666,PG0480,EGO,2.0,Sukhoi Superjet-100,664500.0,50.0,0.896907216494845,1700,44503,63046.0,601454.0,29984.000000000015
57,136861,PG0480,EGO,2.0,Sukhoi Superjet-100,689100.0,50.0,0.896907216494845,1700,44503,63046.0,626054.0,33428.000000000015
58,136709,PG0480,EGO,1.0,Sukhoi Superjet-100,689700.0,50.0,0.896907216494845,1700,48009,68013.0,621687.0,28545.000000000015
59,136284,PG0252,SVO,2.0,Boeing 737-300,1677400.0,100.0,0.9,2600,44503,192846.0,1484554.0,41990.00000000003
60,136439,PG0252,SVO,2.0,Boeing 737-300,1701800.0,100.0,0.9,2600,44503,192846.0,1508954.0,45406.00000000003
61,136310,PG0252,SVO,1.0,Boeing 737-300,1654200.0,100.0,0.9,2600,48009,208039.0,1446161.0,23549.00000000003
62,136729,PG0480,EGO,1.0,Sukhoi Superjet-100,695400.0,50.0,0.907216494845361,1700,48009,68013.0,627387.0,29343.000000000015
63,136769,PG0480,EGO,2.0,Sukhoi Superjet-100,696000.0,50.0,0.907216494845361,1700,44503,63046.0,632954.0,34394.000000000015
64,136181,PG0252,SVO,1.0,Boeing 737-300,1689600.0,100.0,0.907692307692308,2600,48009,208039.0,1481561.0,28505.00000000003
65,136780,PG0480,EGO,2.0,Sukhoi Superjet-100,714900.0,50.0,0.917525773195876,1700,44503,63046.0,651854.0,37040.000000000015
66,136164,PG0252,SVO,1.0,Boeing 737-300,1738400.0,100.0,0.923076923076923,2600,48009,208039.0,1530361.0,35337.00000000003
67,136348,PG0252,SVO,2.0,Boeing 737-300,1762800.0,100.0,0.923076923076923,2600,44503,192846.0,1569954.0,53946.00000000003
68,136471,PG0252,SVO,1.0,Boeing 737-300,1762800.0,100.0,0.923076923076923,2600,48009,208039.0,1554761.0,38753.00000000003
69,136754,PG0480,EGO,2.0,Sukhoi Superjet-100,721200.0,50.0,0.927835051546392,1700,44503,63046.0,658154.0,37922.000000000015
70,136951,PG0480,EGO,2.0,Sukhoi Superjet-100,720600.0,50.0,0.927835051546392,1700,44503,63046.0,657554.0,37838.000000000015
71,136387,PG0252,SVO,1.0,Boeing 737-300,1775000.0,100.0,0.930769230769231,2600,48009,208039.0,1566961.0,40461.00000000003
72,136632,PG0480,EGO,1.0,Sukhoi Superjet-100,714300.0,50.0,0.938144329896907,1700,48009,68013.0,646287.0,31989.000000000015
73,136479,PG0252,SVO,2.0,Boeing 737-300,1738400.0,100.0,0.938461538461538,2600,44503,192846.0,1545554.0,50530.00000000003
74,136463,PG0252,SVO,1.0,Boeing 737-300,1788400.0,100.0,0.938461538461538,2600,48009,208039.0,1580361.0,42337.00000000003
75,136249,PG0252,SVO,2.0,Boeing 737-300,1800600.0,100.0,0.946153846153846,2600,44503,192846.0,1607754.0,59238.00000000003
76,136131,PG0252,SVO,1.0,Boeing 737-300,1812800.0,100.0,0.953846153846154,2600,48009,208039.0,1604761.0,45753.00000000003
77,136436,PG0252,SVO,1.0,Boeing 737-300,1811600.0,100.0,0.953846153846154,2600,48009,208039.0,1603561.0,45585.00000000003
78,136275,PG0252,SVO,1.0,Boeing 737-300,1825000.0,100.0,0.961538461538462,2600,48009,208039.0,1616961.0,47461.00000000003
79,136733,PG0480,EGO,1.0,Sukhoi Superjet-100,746400.0,50.0,0.969072164948454,1700,48009,68013.0,678387.0,36483.000000000015
80,136612,PG0480,EGO,2.0,Sukhoi Superjet-100,746400.0,50.0,0.969072164948454,1700,44503,63046.0,683354.0,41450.000000000015
81,136630,PG0480,EGO,2.0,Sukhoi Superjet-100,746400.0,50.0,0.969072164948454,1700,44503,63046.0,683354.0,41450.000000000015
82,136669,PG0480,EGO,1.0,Sukhoi Superjet-100,752700.0,50.0,0.979381443298969,1700,48009,68013.0,684687.0,37365.000000000015
83,136706,PG0480,EGO,1.0,Sukhoi Superjet-100,740100.0,50.0,0.979381443298969,1700,48009,68013.0,672087.0,35601.000000000015
84,136720,PG0480,EGO,1.0,Sukhoi Superjet-100,752700.0,50.0,0.979381443298969,1700,48009,68013.0,684687.0,37365.000000000015
85,136571,PG0480,EGO,1.0,Sukhoi Superjet-100,752700.0,50.0,0.979381443298969,1700,48009,68013.0,684687.0,37365.000000000015
86,136441,PG0252,SVO,2.0,Boeing 737-300,1837200.0,100.0,0.984615384615385,2600,44503,192846.0,1644354.0,64362.00000000003
87,136672,PG0480,EGO,2.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,44503,63046.0,695954.0,43214.000000000015
88,136586,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
89,136649,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
90,136654,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
91,136661,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
92,136778,PG0480,EGO,2.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,44503,63046.0,695954.0,43214.000000000015
93,136802,PG0480,EGO,2.0,Sukhoi Superjet-100,746400.0,50.0,0.989690721649485,1700,44503,63046.0,683354.0,41450.000000000015
94,136819,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
95,136907,PG0480,EGO,1.0,Sukhoi Superjet-100,759000.0,50.0,0.989690721649485,1700,48009,68013.0,690987.0,38247.000000000015
96,136956,PG0480,EGO,2.0,Sukhoi Superjet-100,746400.0,50.0,0.989690721649485,1700,44503,63046.0,683354.0,41450.000000000015
97,136423,PG0252,SVO,1.0,Boeing 737-300,1849400.0,100.0,0.992307692307692,2600,48009,208039.0,1641361.0,50877.00000000003
98,136403,PG0252,SVO,2.0,Boeing 737-300,1873800.0,100.0,0.992307692307692,2600,44503,192846.0,1680954.0,69486.0
99,136389,PG0252,SVO,1.0,Boeing 737-300,1873800.0,100.0,0.992307692307692,2600,48009,208039.0,1665761.0,54293.0
100,136758,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
101,136757,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
102,136857,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
103,136755,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
104,136869,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
105,136871,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
106,136875,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
107,136605,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
108,136900,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
109,136600,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
110,136927,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
111,136316,PG0252,SVO,1.0,Boeing 737-300,1886000.0,100.0,1.0,2600,48009,208039.0,1677961.0,56001.0
112,136226,PG0252,SVO,1.0,Boeing 737-300,1886000.0,100.0,1.0,2600,48009,208039.0,1677961.0,56001.0
113,136781,PG0480,EGO,1.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,48009,68013.0,697287.0,39129.000000000015
114,136841,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
115,136953,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
116,136815,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
117,136827,PG0480,EGO,2.0,Sukhoi Superjet-100,765300.0,50.0,1.0,1700,44503,63046.0,702254.0,44096.000000000015
118,136523,PG0194,NOZ,1.0,Boeing 737-300,0.0,305.0,0.0,2600,48009,634519.0,-634519.0,-634519.0
119,136513,PG0194,NOZ,2.0,Boeing 737-300,0.0,305.0,0.0,2600,44503,588181.0,-588181.0,-588181.0
120,136514,PG0194,NOZ,2.0,Boeing 737-300,0.0,305.0,0.0,2600,44503,588181.0,-588181.0,-588181.0
121,136560,PG0194,NOZ,1.0,Boeing 737-300,0.0,305.0,0.0,2600,48009,634519.0,-634519.0,-634519.0
122,136544,PG0194,NOZ,1.0,Boeing 737-300,0.0,305.0,0.0,2600,48009,634519.0,-634519.0,-634519.0
123,136511,PG0194,NOZ,2.0,Boeing 737-300,0.0,305.0,0.0,2600,44503,588181.0,-588181.0,-588181.0
124,136546,PG0194,NOZ,1.0,Boeing 737-300,0.0,305.0,0.0,2600,48009,634519.0,-634519.0,-634519.0
125,136540,PG0194,NOZ,1.0,Boeing 737-300,0.0,305.0,0.0,2600,48009,634519.0,-634519.0,-634519.0
126,136567,PG0194,NOZ,2.0,Boeing 737-300,0.0,305.0,0.0,2600,44503,588181.0,-588181.0,-588181.0
